Loan_ID,Age,Employment_Type,Annual_Income,Loan_Amount,Loan_Tenure_Years,Credit_Score,Existing_Loans,EMI,Loan_Purpose,Default_Status
50414,62,Salaried,639725,1116469,1,595,1,4666,Business,No Default
50415,43,Salaried,1356502,68703,13,440,1,69989,Education,Default
50416,31,Self-Employed,1454511,1121065,17,820,0,43247,Business,No Default
50417,32,Salaried,1573367,681263,28,365,2,4473,Personal,No Default
50418,33,Salaried,148198,422894,2,782,3,27565,Education,No Default
50419,60,Self-Employed,991971,1025602,24,608,2,24608,Education,Default
50420,36,Salaried,423763,828443,22,759,2,43214,Personal,No Default
50421,29,Self-Employed,1077828,651230,14,892,3,32548,Business,No Default
50422,30,Salaried,906573,211731,20,697,2,36602,Personal,No Default
50423,49,Salaried,1801544,815270,23,768,1,22735,Business,No Default
50424,29,Salaried,878689,451167,6,691,0,18806,Home,No Default
50425,53,Salaried,1477540,957951,25,396,1,63637,Personal,No Default
50426,44,Salaried,1176670,1425137,6,489,1,48292,Personal,No Default
50427,55,Self-Employed,1658140,265765,18,494,4,31228,Personal,No Default
50428,31,Unemployed,1031970,1084608,19,633,3,49986,Home,No Default
50429,59,Salaried,1317769,739366,9,382,3,44855,Business,No Default
50430,33,Self-Employed,559655,571726,15,550,1,27864,Home,No Default
50431,43,Salaried,1190713,1285512,7,369,3,40840,Personal,No Default
50432,45,Unemployed,468969,312884,6,591,4,27924,Home,No Default
50433,36,Salaried,1403164,1454715,29,639,0,2554,Personal,No Default
50434,41,Self-Employed,208385,302230,5,684,2,51158,Education,No Default
50435,30,Salaried,1951373,571177,19,757,3,69627,Business,No Default
50436,61,Self-Employed,974362,421483,20,440,1,29749,Personal,No Default
50437,60,Self-Employed,1950979,1370447,1,439,3,52809,Home,No Default
50438,39,Salaried,229076,172179,21,374,1,66076,Home,No Default
50439,55,Salaried,732651,1256181,7,399,2,76539,Home,Default
50440,48,Self-Employed,1704223,211480,18,474,3,57246,Business,Default
50441,61,Salaried,1968188,677811,27,622,2,9463,Education,Default
50442,22,Salaried,623277,1426025,28,776,1,53114,Business,No Default
50443,50,Salaried,1351823,1468314,8,309,4,76045,Education,No Default
50444,60,Self-Employed,1834148,1335556,12,345,4,26466,Home,No Default
50445,60,Salaried,1643929,1468607,10,815,0,20932,Business,No Default
50446,25,Salaried,1200143,547726,6,612,1,40867,Education,No Default
50447,58,Unemployed,1888442,494015,26,537,1,20984,Home,Default
50448,62,Salaried,1573148,125759,16,330,1,37862,Home,No Default
50449,35,Salaried,1039459,1147637,19,809,4,56896,Business,No Default
50450,56,Salaried,912572,1379928,18,429,4,4790,Education,No Default
50451,23,Self-Employed,866466,897072,24,684,4,61805,Home,Default
50452,44,Salaried,1599616,332309,13,892,3,46449,Home,No Default
50453,61,Salaried,1974333,568327,20,324,3,29245,Home,Default
50454,61,Self-Employed,286504,1454196,7,560,4,33336,Personal,Default
50455,32,Salaried,308640,462728,7,859,2,53515,Education,No Default
50456,28,Self-Employed,1930127,1231627,16,697,3,38269,Education,No Default
50457,34,Salaried,967094,405953,26,863,3,37582,Personal,No Default
50458,38,Self-Employed,1479138,449828,25,629,3,65720,Home,No Default
50459,64,Salaried,537919,449238,10,448,3,49827,Personal,No Default
50460,40,Self-Employed,1642615,1158326,15,708,0,22517,Personal,No Default
50461,43,Salaried,768165,256376,14,878,3,49365,Personal,No Default
50462,25,Salaried,1932396,1257703,24,418,2,71065,Education,No Default
50463,21,Unemployed,104400,504105,12,733,0,64430,Home,Default
50464,22,Salaried,1452334,123368,29,527,3,31456,Home,No Default
50465,36,Self-Employed,585305,960781,15,539,1,30212,Education,No Default
50466,25,Salaried,1754964,960291,8,531,0,67346,Education,Default
50467,42,Salaried,513725,766392,7,589,3,15930,Personal,No Default
50468,21,Self-Employed,594539,574587,26,453,2,34915,Personal,No Default
50469,32,Salaried,1214876,1217785,21,458,4,67202,Business,No Default
50470,39,Self-Employed,1562311,1080304,9,862,3,69245,Business,No Default
50471,42,Salaried,1867610,566496,14,775,1,33106,Education,Default
50472,62,Salaried,1748958,440521,28,847,2,71526,Personal,Default
50473,64,Self-Employed,1033679,146190,27,312,0,30040,Education,Default
50474,37,Salaried,1471362,395344,7,806,2,15962,Personal,No Default
50475,33,Salaried,815483,718388,12,517,3,75390,Personal,Default
50476,59,Self-Employed,1276443,75437,14,521,1,62665,Education,No Default
50477,48,Salaried,1306595,54589,11,587,2,72059,Education,Default
50478,23,Salaried,245286,385813,19,823,2,63324,Home,No Default
50479,25,Self-Employed,842318,1334584,28,786,4,29669,Home,No Default
50480,56,Self-Employed,1800906,1030149,6,623,4,4597,Business,No Default
50481,35,Salaried,434479,986672,3,475,3,31210,Education,No Default
50482,37,Salaried,852917,900277,6,340,0,62697,Business,No Default
50483,64,Self-Employed,1621837,1433654,29,624,0,3302,Education,No Default
50484,49,Salaried,1813910,859524,24,566,1,64583,Education,No Default
50485,24,Salaried,543432,1351509,9,692,3,79052,Education,No Default
50486,52,Unemployed,728273,1217423,2,412,0,79790,Home,No Default
50487,63,Salaried,412642,1304487,6,583,2,70060,Business,No Default
50488,58,Salaried,159571,550807,14,502,3,52240,Education,No Default
50489,24,Self-Employed,1942005,96635,19,443,2,56857,Business,Default
50490,33,Self-Employed,830270,150604,23,542,1,52478,Business,No Default
50491,40,Self-Employed,923332,270961,27,334,3,9484,Home,No Default
50492,38,Salaried,1937461,917233,4,352,1,60627,Home,No Default
50493,62,Salaried,362682,918865,14,802,4,5356,Education,No Default
50494,57,Self-Employed,1224727,676823,21,655,1,24600,Personal,Default
50495,32,Salaried,1703457,1072360,10,449,4,19451,Business,No Default
50496,45,Self-Employed,1281951,320456,6,736,3,5074,Home,No Default
50497,50,Salaried,1335221,551213,11,749,2,53642,Business,No Default
50498,35,Self-Employed,608152,112263,13,824,2,58696,Personal,No Default
50499,56,Salaried,1931604,214957,24,566,2,32858,Business,No Default
50500,28,Salaried,1206960,501064,18,385,1,37630,Education,No Default
50501,48,Salaried,674831,506710,20,608,3,29654,Business,Default
50502,42,Self-Employed,1756956,1404671,14,564,3,60226,Home,No Default
50503,58,Salaried,1641431,944551,27,791,4,16189,Education,No Default
50504,36,Salaried,528243,1002510,20,882,3,57107,Education,No Default
50505,25,Salaried,262540,522783,22,316,2,58020,Personal,No Default
50506,54,Salaried,1596478,511185,20,488,3,4560,Education,No Default
50507,58,Self-Employed,1484947,206450,11,821,4,39559,Home,Default
50508,31,Salaried,330186,335537,21,465,3,26652,Personal,No Default
50509,22,Salaried,425319,188238,5,850,3,54266,Education,No Default
50510,45,Salaried,1762132,1467170,8,644,2,66017,Personal,No Default
50511,45,Self-Employed,1172516,903439,4,518,3,65318,Business,Default
50512,21,Unemployed,1709345,1435274,12,393,1,48299,Education,No Default
50513,51,Salaried,955672,341760,6,457,4,68548,Home,No Default
50514,25,Salaried,1444698,998275,23,333,4,38324,Home,Default
50515,60,Salaried,1293859,1247460,24,715,4,4325,Education,Default
50516,24,Self-Employed,1721730,699611,25,805,3,58109,Business,No Default
50517,25,Salaried,398657,1152602,26,789,1,20738,Personal,No Default
50518,25,Self-Employed,1224290,720389,8,823,4,79695,Home,No Default
50519,36,Salaried,1631503,1430562,4,532,0,78382,Home,No Default
50520,38,Self-Employed,1363059,325321,20,898,2,57845,Personal,No Default
50521,63,Salaried,1401637,512533,10,406,0,78955,Personal,No Default
50522,37,Unemployed,394585,469817,11,492,0,47355,Home,No Default
50523,55,Salaried,1898318,722750,15,767,4,40310,Personal,Default
50524,38,Salaried,1033124,927388,5,821,0,18425,Education,No Default
50525,24,Self-Employed,1433564,612167,3,578,0,49419,Home,No Default
50526,51,Salaried,152200,1450089,15,427,1,20232,Home,No Default
50527,51,Salaried,743895,1045725,2,640,2,77852,Home,No Default
50528,29,Unemployed,1311237,725031,2,358,3,71727,Education,No Default
50529,51,Salaried,1718850,700671,25,481,4,58582,Home,No Default
50530,25,Salaried,1331734,956560,8,885,4,54018,Personal,Default
50531,56,Salaried,695934,1199741,22,813,0,15024,Home,No Default
50532,36,Salaried,194476,886222,14,542,3,58045,Education,Default
50533,62,Self-Employed,396729,1434940,9,527,3,59548,Education,No Default
50534,61,Salaried,1745013,979353,5,859,3,15599,Business,No Default
50535,36,Salaried,1972095,170283,12,817,4,70870,Home,Default
50536,40,Salaried,609179,674077,10,854,4,77120,Education,Default
50537,50,Salaried,1286879,1262299,1,444,1,26459,Business,No Default
50538,46,Unemployed,766574,974085,24,426,4,23755,Home,No Default
50539,51,Self-Employed,1147434,1283343,19,634,4,7452,Education,No Default
50540,35,Salaried,430557,1189657,25,707,1,23223,Education,No Default
50541,61,Salaried,1770607,787023,11,420,4,75129,Home,No Default
50542,58,Unemployed,1922638,1234680,17,584,0,33361,Home,No Default
50543,58,Salaried,1906327,611065,3,541,0,79539,Business,No Default
50544,63,Salaried,1018651,261703,1,377,1,62709,Home,No Default
50545,40,Salaried,1393893,202779,17,869,1,61606,Home,No Default
50546,55,Salaried,1460109,697253,6,749,0,14215,Personal,No Default
50547,43,Self-Employed,1265386,792723,13,769,3,43174,Home,No Default
50548,64,Salaried,1811545,211692,20,480,4,31859,Education,No Default
50549,59,Unemployed,481427,702140,26,881,2,62585,Business,No Default
50550,45,Salaried,371881,611357,4,564,2,45228,Business,Default
50551,42,Salaried,1447471,571644,5,594,1,72655,Business,Default
50552,28,Unemployed,403046,502755,15,546,2,65187,Education,No Default
50553,29,Self-Employed,1416326,1343612,14,723,3,37076,Home,No Default
50554,35,Self-Employed,675063,1488486,19,358,2,72655,Education,No Default
50555,40,Salaried,488145,443149,15,757,0,24120,Personal,No Default
50556,55,Self-Employed,800046,160549,12,310,1,68101,Business,No Default
50557,57,Salaried,1270490,1218673,18,646,2,63035,Home,No Default
50558,23,Salaried,1852517,919298,14,304,4,42407,Home,No Default
50559,54,Salaried,734685,298968,10,669,1,14090,Business,No Default
50560,54,Salaried,543090,1157913,8,757,3,76528,Personal,No Default
50561,56,Self-Employed,1280743,575833,27,544,0,52430,Personal,No Default
50562,55,Self-Employed,316819,1229443,23,548,2,30206,Home,No Default
50563,29,Salaried,427406,1275260,26,734,0,47701,Education,No Default
50564,50,Salaried,1365853,289039,29,719,3,25575,Business,No Default
50565,46,Self-Employed,445059,1195056,4,404,2,72620,Education,No Default
50566,32,Salaried,646353,1083601,18,541,1,54656,Home,No Default
50567,44,Salaried,1983852,785660,28,571,1,31300,Business,No Default
50568,61,Salaried,837077,107872,25,818,4,16062,Personal,No Default
50569,39,Salaried,608896,1164237,8,343,3,45485,Personal,No Default
50570,64,Unemployed,971135,733792,4,325,2,12621,Personal,No Default
50571,36,Salaried,485179,974146,11,480,0,64258,Home,No Default
50572,46,Salaried,1027591,495626,5,727,0,24901,Personal,Default
50573,43,Self-Employed,1940690,222685,10,567,2,41673,Business,No Default
50574,53,Salaried,748944,671939,6,879,3,15634,Business,No Default
50575,62,Unemployed,1449449,701401,29,450,3,29736,Business,No Default
50576,50,Salaried,1006880,140061,4,899,0,67912,Business,No Default
50577,43,Self-Employed,1252084,419380,18,394,2,42910,Personal,Default
50578,30,Salaried,552676,1008225,21,681,2,52256,Business,No Default
50579,56,Salaried,225300,730226,27,814,0,57898,Home,No Default
50580,51,Salaried,419542,1175295,17,727,2,77875,Business,Default
50581,63,Salaried,116468,716291,7,724,2,60957,Personal,No Default
50582,42,Self-Employed,1138168,723437,9,498,1,40010,Personal,No Default
50583,63,Salaried,1631859,1333839,3,307,1,70383,Education,No Default
50584,63,Salaried,172620,497012,22,626,4,13659,Business,No Default
50585,58,Salaried,143848,1124471,9,893,4,75750,Personal,Default
50586,22,Self-Employed,1652975,249429,27,320,3,41430,Education,No Default
50587,43,Self-Employed,1298811,1413534,4,845,1,54500,Home,No Default
50588,55,Salaried,958023,671560,22,554,1,11110,Business,Default
50589,57,Salaried,430349,654578,19,732,1,77707,Personal,Default
50590,52,Salaried,1226140,1409513,9,804,1,35144,Personal,No Default
50591,63,Salaried,690832,656042,23,326,3,41202,Business,No Default
50592,32,Salaried,151516,1415066,23,819,0,27826,Education,Default
50593,55,Salaried,115523,837827,20,829,3,44156,Business,Default
50594,61,Unemployed,221456,53961,6,799,0,28246,Home,No Default
50595,23,Self-Employed,1062811,1133958,27,532,4,26004,Home,No Default
50596,54,Salaried,1412919,818717,11,695,1,46100,Business,Default
50597,58,Salaried,601071,1449510,24,606,0,13544,Education,No Default
50598,44,Unemployed,346669,854360,15,809,3,13102,Home,Default
50599,58,Salaried,1053711,284601,22,723,0,67491,Business,No Default
50600,37,Salaried,1645978,261310,6,449,2,24869,Education,No Default
50601,60,Unemployed,1364481,141892,20,691,4,31541,Education,No Default
50602,21,Salaried,694519,189058,24,789,4,20150,Personal,No Default
50603,28,Salaried,101006,863158,10,346,1,12556,Home,No Default
50604,35,Salaried,369258,1087074,24,611,1,30552,Business,Default
50605,45,Salaried,995980,1342612,25,438,3,54396,Home,No Default
50606,28,Salaried,850691,652484,22,704,0,13463,Education,No Default
50607,52,Salaried,1385504,384714,18,313,2,46623,Personal,Default
50608,33,Salaried,882638,501616,16,818,4,32560,Home,Default
50609,35,Unemployed,1031531,638907,4,850,0,16410,Business,No Default
50610,26,Salaried,461672,289013,20,484,2,60119,Home,Default
50611,53,Salaried,587206,1207040,13,414,0,18351,Education,No Default
50612,27,Salaried,359074,444420,24,409,1,36388,Personal,Default
50613,53,Salaried,1513519,551632,5,876,4,16968,Home,No Default
50614,49,Self-Employed,702265,356243,20,580,2,76259,Education,No Default
50615,58,Salaried,1141398,438998,24,842,1,42596,Education,No Default
50616,57,Salaried,261261,356523,29,385,3,61257,Personal,No Default
50617,64,Salaried,100181,368436,19,437,3,51544,Education,No Default
50618,52,Salaried,1816748,543558,18,765,1,44581,Home,No Default
50619,23,Salaried,122716,1090371,20,376,2,38225,Business,No Default
50620,40,Salaried,1013427,961044,27,436,2,4363,Personal,No Default
50621,34,Salaried,1923570,793206,17,396,4,29436,Education,Default
50622,48,Unemployed,140218,189295,16,830,1,35085,Home,No Default
50623,58,Self-Employed,594465,528110,1,308,3,24921,Personal,No Default
50624,24,Self-Employed,650921,998843,21,382,1,10896,Education,No Default
50625,35,Self-Employed,1945947,114590,29,346,0,15785,Home,No Default
50626,37,Self-Employed,1945080,323666,27,811,2,60385,Education,Default
50627,57,Unemployed,1127602,151872,1,729,0,55805,Home,No Default
50628,44,Salaried,305454,602302,20,389,3,41653,Education,No Default
50629,58,Salaried,1086726,1221470,24,812,2,45469,Personal,Default
50630,62,Self-Employed,457678,94082,14,713,3,33903,Personal,No Default
50631,61,Salaried,1396624,1041338,24,812,3,71542,Personal,No Default
50632,56,Salaried,1306423,102945,2,376,3,79538,Education,No Default
50633,61,Salaried,709039,508953,15,380,4,49670,Education,No Default
50634,28,Salaried,1635312,123492,29,853,3,53279,Personal,No Default
50635,23,Salaried,1126235,712745,3,501,3,15950,Personal,No Default
50636,50,Salaried,1405039,900984,13,746,0,31763,Business,No Default
50637,42,Salaried,807760,514759,19,406,0,53901,Home,No Default
50638,53,Self-Employed,918051,1002066,1,591,0,59587,Business,Default
50639,45,Self-Employed,1802593,903376,13,611,2,26584,Home,No Default
50640,50,Self-Employed,1256272,1425946,15,898,4,50284,Education,No Default
50641,57,Self-Employed,260624,103583,16,816,2,22038,Home,No Default
50642,23,Salaried,1650750,778674,11,898,4,49567,Home,No Default
50643,24,Salaried,162017,1206756,3,725,4,62037,Education,No Default
50644,49,Salaried,1042389,1170458,8,714,1,44283,Education,Default
50645,52,Unemployed,1100449,164173,6,434,1,40207,Education,No Default
50646,43,Salaried,825308,548864,5,818,1,45256,Personal,No Default
50647,39,Self-Employed,613806,66448,26,663,4,51148,Personal,No Default
50648,35,Salaried,670363,824696,28,683,4,53522,Home,Default
50649,36,Unemployed,1615887,1020975,15,331,2,37371,Education,No Default
50650,43,Salaried,1284298,1003922,9,839,4,7747,Personal,Default
50651,60,Self-Employed,1880316,1113291,23,786,3,25949,Education,No Default
50652,57,Salaried,1559425,600185,22,664,3,52403,Home,No Default
50653,21,Salaried,1512007,1252346,5,563,4,4966,Personal,No Default
50654,39,Salaried,1185919,615860,21,441,3,46088,Personal,No Default
50655,57,Unemployed,1929844,1392271,10,329,4,75107,Business,No Default
50656,55,Salaried,1899965,673979,25,429,1,21391,Home,No Default
50657,50,Unemployed,881374,77442,29,369,4,58965,Personal,No Default
50658,37,Self-Employed,1827767,207768,26,418,1,41974,Home,No Default
50659,59,Self-Employed,1665611,138399,6,626,0,22581,Home,Default
50660,46,Salaried,1840813,1103339,28,369,3,47272,Education,No Default
50661,33,Salaried,1193773,409878,11,507,0,6025,Home,No Default
50662,42,Salaried,816395,1446749,4,390,3,39025,Business,Default
50663,43,Unemployed,812481,1131095,20,419,0,49390,Personal,No Default
50664,64,Unemployed,346349,717380,12,506,4,71489,Home,No Default
50665,63,Self-Employed,1412502,210817,20,705,0,20678,Home,No Default
